src	desc	lat	lon	name	cmt	NULL
343	London Zoo Car Park, The Regent's Park	51.53692216	-0.150181444	TBA326	TBA326	NULL
344	Goswell Road (City Uni), Finsbury	51.528246	-0.10102611	TBA327	TBA327	NULL
345	Flood Street, Chelsea	51.48802358	-0.166878535	TBA328	TBA328	NULL
347	Lower Marsh, Waterloo	51.50013942	-0.113936001	TBA329	TBA329	NULL
348	Grosvenor Square, Mayfair	51.51217033	-0.150481272	TBA330	TBA330	NULL
349	St. George Street, Mayfair	51.51196	-0.142783033	TBA331	TBA331	NULL
350	Queen's Gate, Kensington Gardens	51.50171544	-0.179854184	TBA332	TBA332	NULL
351	Macclesfield Rd, St Lukes	51.529423	-0.097122	TBA333	TBA333	NULL
352	Vauxhall Street, Vauxhall	51.486965	-0.116625	TBA334	TBA334	NULL
353	Greycoat Street , Westminster	51.49459148	-0.134234258	TBA335	TBA335	NULL
354	Northumberland Avenue, Strand	51.506767	-0.123702	TBA336	TBA336	NULL
355	Clapham Common Station, Clapham Common	51.461388	-0.13922146	TBA337	TBA337	NULL
356	South Kensington Station, South Kensington	51.494412	-0.173881	TBA338	TBA338	NULL
357	Howland Street, Fitzrovia	51.520994	-0.139016	TBA339	TBA339	NULL
358	High Holborn , Covent Garden	51.516226	-0.124826	TBA340	TBA340	NULL
359	Butler Place, Westminster	51.49782999	-0.135440826	TBA341	TBA341	NULL
360	Howick Place, Westminster	51.49675303	-0.138733562	TBA342	TBA342	NULL
361	Waterloo Station 2, Waterloo	51.50391973	-0.11342629	TBA343	TBA343	NULL
362	Royal College Street, Camden Town	51.536264	-0.133952	TBA344	TBA344	NULL
363	Lord's, St. John's Wood	51.5291212	-0.171185285	TBA345	TBA345	NULL
364	Store Street, Bloomsbury	51.519572	-0.13214036	TBA346	TBA346	NULL
365	City Road, Angel	51.530344	-0.100168	TBA347	TBA347	NULL
366	Millennium Hotel, Mayfair	51.5109193	-0.151126385	TBA348	TBA348	NULL
367	Harrowby Street, Marylebone	51.5173721	-0.1642075	TBA349	TBA349	NULL
368	Harriet Street, Knightsbridge	51.50024195	-0.15934065	TBA350	TBA350	NULL
370	Paddington Green, Paddington	51.520205	-0.174593	TBA351	TBA351	NULL
371	King Edward Walk, Waterloo	51.49775	-0.10988	TBA352	TBA352	NULL
372	Sardinia Street, Holborn	51.515208	-0.117863	TBA353	TBA353	NULL
373	Prince Consort Road, Knightsbridge	51.49980661	-0.176415994	TBA354	TBA354	NULL
374	Waterloo Station 1, Waterloo	51.50402794	-0.11386436	TBA355	TBA355	NULL
375	Kensington Town Hall, Kensington	51.50194596	-0.194392952	TBA356	TBA356	NULL
376	Millbank Tower, Pimlico	51.49188409	-0.125674815	TBA357	TBA357	NULL
377	Waterloo Bridge, South Bank	51.50535447	-0.113656543	TBA358	TBA358	NULL
378	Natural History Museum, South Kensington	51.49559291	-0.179077626	TBA359	TBA359	NULL
379	Turquoise Island, Notting Hill	51.51431171	-0.200838199	TBA360	TBA360	NULL
380	Stanhope Gate, Mayfair	51.50686435	-0.150666888	TBA361	TBA361	NULL
381	Charlotte Street, Fitzrovia	51.51953043	-0.13577731	TBA362	TBA362	NULL
382	Farm Street, Mayfair	51.50935171	-0.14744969	TBA363	TBA363	NULL
383	Frith Street, Soho	51.51310333	-0.13121385	TBA364	TBA364	NULL
384	Marloes Road, Kensington	51.496481	-0.192404	TBA365	TBA365	NULL
386	Moor Street, Soho	51.51352755	-0.130110822	TBA366	TBA366	NULL
387	Fire Brigade Pier, Vauxhall	51.49369988	-0.121394101	TBA367	TBA367	NULL
388	Southampton Street, Strand	51.51070161	-0.121723604	TBA368	TBA368	NULL
389	Upper Grosvenor Street, Mayfair	51.51013066	-0.155757901	TBA369	TBA369	NULL
390	Buxton Street 1, Shoreditch	51.521776	-0.068856	TBA370	TBA370	NULL
391	Clifford Street, Mayfair	51.51066202	-0.142345694	TBA371	TBA371	NULL
392	Imperial College, Knightsbridge	51.49942855	-0.179702476	TBA372	TBA372	NULL
393	Snow Hill, Farringdon	51.51733427	-0.103604248	TBA373	TBA373	NULL
394	Aberdeen Place, St. John's Wood	51.524826	-0.176268	TBA374	TBA374	NULL
395	Cadogan Gardens, Chelsea	51.492462	-0.159919	TBA375	TBA375	NULL
396	Shouldham Street, Marylebone	51.51809	-0.163609	TBA376	TBA376	NULL
397	Devonshire Terrace, Bayswater	51.51348	-0.17977	TBA377	TBA377	NULL
398	Holland Park, Kensington	51.502319	-0.200742	TBA378	TBA378	NULL
399	Brick Lane Market, Shoreditch	51.52261762	-0.071653961	TBA379	TBA379	NULL
400	George Street, Marylebone	51.517703	-0.154106	TBA380	TBA380	NULL
401	Columbia Road, Shoreditch	51.528187	-0.075375	TBA381	TBA381	NULL
402	Penfold Street, Marylebone	51.52289229	-0.171681991	TBA382	TBA382	NULL
403	George Place Mews, Marylebone	51.51689296	-0.158249929	TBA383	TBA383	NULL
404	Palace Gate, Kensington Gardens	51.50204238	-0.184400221	TBA384	TBA384	NULL
405	Gloucester Road Station, South Kensington	51.49418566	-0.18267094	TBA385	TBA385	NULL
408	Sun Street, Liverpool Street	51.520009	-0.083935724	TBA386	TBA386	NULL
409	Strata, Elephant &amp; Castle	51.493146	-0.099828	TBA387	TBA387	NULL
410	Edgware Road Station, Marylebone	51.519968	-0.169774	TBA388	TBA388	NULL
411	Rotherhithe Roundabout, Rotherhithe	51.499169	-0.055846029	TBA389	TBA389	NULL
412	Cleaver Street, Kennington	51.488105	-0.110121	TBA390	TBA390	NULL
419	Chelsea Bridge, Pimlico	51.485821	-0.149004	TBA391	TBA391	NULL
420	Southwark Station 1, Southwark	51.504043	-0.105312	TBA392	TBA392	NULL
421	Southwark Station 2, Southwark	51.504044	-0.104778	TBA393	TBA393	NULL
423	Eaton Square (South), Belgravia	51.49456127	-0.15393398	TBA394	TBA394	NULL
424	Ebury Bridge, Pimlico	51.490491	-0.149186	TBA395	TBA395	NULL
426	Vincent Street, Pimlico	51.493072	-0.129925	TBA396	TBA396	NULL
427	Cheapside, Bank	51.51397065	-0.09294031	TBA397	TBA397	NULL
428	Exhibition Road, Knightsbridge	51.499917	-0.174554	TBA398	TBA398	NULL
430	South Parade, Chelsea	51.48902	-0.17524	TBA399	TBA399	NULL
431	Crinan Street, King's Cross	51.534474	-0.122203	TBA400	TBA400	NULL
432	Exhibition Road Museums 1, South Kensington	51.496468	-0.17379696	TBA401	TBA401	NULL
433	Wren Street, Holborn	51.524564	-0.116279	TBA402	TBA402	NULL
435	Kennington Station, Kennington	51.488852	-0.105593	TBA403	TBA403	NULL
436	Red Lion Street, Holborn	51.51824	-0.11655	TBA404	TBA404	NULL
437	Vauxhall Walk, Vauxhall	51.488124	-0.120903	TBA405	TBA405	NULL
439	Killick Street, King's Cross	51.5338	-0.118677	TBA406	TBA406	NULL
440	Kennington Oval, Oval	51.483145	-0.113134	TBA407	TBA407	NULL
441	Sail Street, Vauxhall	51.495656	-0.114605	TBA408	TBA408	NULL
442	Walmer Road, Avondale	51.510101	-0.211358	TBA409	TBA409	NULL
443	Philpot Street, Whitechapel	51.515256	-0.058641	TBA410	TBA410	NULL
444	Bethnal Green Garden, Bethnal Green	51.52568	-0.055312	TBA411	TBA411	NULL
445	Cheshire Street, Bethnal Green	51.52388	-0.065076	TBA412	TBA412	NULL
446	York Hall, Bethnal Green	51.528936	-0.055894	TBA413	TBA413	NULL
447	Jubilee Crescent, Cubitt Town	51.493381	-0.007542	TBA414	TBA414	NULL
448	Fisherman's Walk West, Canary Wharf	51.50623	-0.02296	TBA415	TBA415	NULL
449	Shadwell Station, Shadwell	51.511088	-0.057159	TBA416	TBA416	NULL
450	Jubilee Street, Stepney	51.515975	-0.053177	TBA417	TBA417	NULL
451	Hermitage Court, Wapping	51.504719	-0.063531	TBA418	TBA418	NULL
452	St. Katharine's Way, Tower	51.505697	-0.070542	TBA419	TBA419	NULL
453	Garnet Street, Shadwell	51.508447	-0.055167	TBA420	TBA420	NULL
454	Napier Avenue, Millwall	51.487679	-0.021582	TBA421	TBA421	NULL
455	East Ferry Road, Cubitt Town	51.49447	-0.014409	TBA422	TBA422	NULL
456	Parkway, Camden Town	51.538071	-0.144664	TBA423	TBA423	NULL
457	Castlehaven Road, Camden Town	51.542138	-0.145393	TBA424	TBA424	NULL
458	Wapping Lane, Wapping	51.504749	-0.057544	TBA425	TBA425	NULL
459	Gunmakers Lane, Old Ford	51.535179	-0.03338	TBA426	TBA426	NULL
460	Burdett Road, Mile End	51.516196	-0.029138	TBA427	TBA427	NULL
461	Aston Street, Stepney	51.516	-0.038775	TBA428	TBA428	NULL
462	Bonny Street, Camden Town	51.541603	-0.138853	TBA429	TBA429	NULL
463	Thurtle Road, Haggerston	51.534776	-0.071881	TBA430	TBA430	NULL
464	St. Mary &amp; St. Michael Church, Stepney	51.51417	-0.052099	TBA431	TBA431	NULL
465	Pitfield Street North,Hoxton	51.53558	-0.08249	TBA432	TBA432	NULL
466	Whiston Road, Haggerston	51.534464	-0.076341	TBA433	TBA433	NULL
467	Southern Grove, Bow	51.523538	-0.030556	TBA434	TBA434	NULL
468	Cantrell Road, Bow	51.521564	-0.022694	TBA435	TBA435	NULL
469	Lindfield Street, Poplar	51.513757	-0.020467	TBA436	TBA436	NULL
470	Mostyn Grove, Bow	51.530535	-0.025492	TBA437	TBA437	NULL
471	Hewison Street, Old Ford	51.533283	-0.028155	TBA438	TBA438	NULL
472	Malmesbury Road, Bow	51.529452	-0.027616	TBA439	TBA439	NULL
473	Millharbour, Millwall	51.496137	-0.019355	TBA440	TBA440	NULL
474	Gascoyne Road, Victoria Park	51.541515	-0.038557746	TBA441	TBA441	NULL
475	Lightermans Road, Millwall	51.499041	-0.020157	TBA442	TBA442	NULL
476	Stebondale Street, Cubitt Town	51.489096	-0.009205	TBA443	TBA443	NULL
477	Spindrift Avenue, Millwall	51.49109	-0.018716	TBA444	TBA444	NULL
478	Stepney Green Station, Stepney	51.521889	-0.04667	TBA445	TBA445	NULL
479	Pott Street, Bethnal Green	51.527152	-0.058005	TBA446	TBA446	NULL
480	Flamborough Street, Limehouse	51.5128711	-0.0389866	TBA447	TBA447	NULL
481	Saunders Ness Road, Cubitt Town	51.487129	-0.0090011	TBA448	TBA448	NULL
482	Exhibition Road Museums 2, South Kensington	51.495947	-0.17368958	TBA449	TBA449	NULL
483	Albert Gardens, Stepney	51.51328	-0.047784	TBA450	TBA450	NULL
484	Bromley High Street, Bow	51.528828	-0.013258	TBA451	TBA451	NULL
485	Old Ford Road, Bethnal Green	51.531127	-0.048017	TBA452	TBA452	NULL
486	Granby Street, Shoreditch	51.525645	-0.069543	TBA453	TBA453	NULL
487	Canton Street, Poplar	51.511811	-0.025626	TBA454	TBA454	NULL
488	Reardon Street, Wapping	51.506946	-0.058681	TBA455	TBA455	NULL
489	Christian Street, Whitechapel	51.513074	-0.064094	TBA456	TBA456	NULL
490	Pennington Street, Wapping	51.508622	-0.065006	TBA457	TBA457	NULL
491	Queen Mary's, Mile End	51.522507	-0.041378	TBA458	TBA458	NULL
492	Maplin Street, Mile End	51.525501	-0.032267204	TBA459	TBA459	NULL
494	South Quay East, Canary Wharf	51.50196	-0.016251	TBA460	TBA460	NULL
495	Bow Church Station, Bow	51.528169	-0.018703	TBA461	TBA461	NULL
496	Devons Road, Bow	51.52512	-0.015578	TBA462	TBA462	NULL
497	Merchant Street, Bow	51.526578	-0.027581	TBA463	TBA463	NULL
498	Bow Road Station, Bow	51.527058	-0.025296	TBA464	TBA464	NULL
499	Furze Green, Bow	51.519265	-0.021345	TBA465	TBA465	NULL
500	Ansell House, Stepney	51.520019	-0.05438	TBA466	TBA466	NULL
501	Cephas Street, Bethnal Green	51.522561	-0.054883	TBA467	TBA467	NULL
502	Bonner Gate, Victoria Park	51.53341	-0.049591815	TBA468	TBA468	NULL
503	Cleveland Way, Stepney	51.520893	-0.051394	TBA469	TBA469	NULL
504	St. John's Park, Cubitt Town	51.496454	-0.009506	TBA470	TBA470	NULL
505	Ackroyd Drive, Bow	51.520398	-0.026768	TBA471	TBA471	NULL
506	Bell Lane, Liverpool Street	51.517475	-0.075855	TBA472	TBA472	NULL
507	Clarkson Street, Bethnal Green	51.528692	-0.059091	TBA473	TBA473	NULL
508	Fournier Street, Whitechapel	51.519362	-0.074431	TBA474	TBA474	NULL
509	Fore Street, Guildhall	51.517842	-0.090075	TBA475	TBA475	NULL
510	Westferry DLR, Limehouse	51.509303	-0.025996	TBA476	TBA476	NULL
511	Sutton Street, Shadwell	51.511066	-0.053558	TBA477	TBA477	NULL
512	Pritchard's Road, Bethnal Green	51.532091	-0.06142	TBA478	TBA478	NULL
513	Watney Market, Stepney	51.5142228	-0.055656	TBA479	TBA479	NULL
514	Portman Square, Marylebone	51.516204	-0.155525	TBA480	TBA480	NULL
515	Russell Gardens, Olympia	51.500088	-0.211316	TBA481	TBA481	NULL
516	Chrisp Street Market, Poplar	51.5112	-0.014438	TBA482	TBA482	NULL
517	Ford Road, Old Ford	51.532513	-0.033085	TBA483	TBA483	NULL
518	Antill Road, Mile End	51.528224	-0.037471	TBA484	TBA484	NULL
519	Teviot Street, Poplar	51.518811	-0.011662	TBA485	TBA485	NULL
520	Bancroft Road, Bethnal Green	51.526041	-0.047218	TBA486	TBA486	NULL
521	Driffield Road, Old Ford	51.534137	-0.037366	TBA487	TBA487	NULL
522	Clinton Road, Mile End	51.525941	-0.036017	TBA488	TBA488	NULL
523	Langdon Park, Poplar	51.51549	-0.013475	TBA489	TBA489	NULL
524	Lancaster Gate , Bayswater	51.511654	-0.179668	TBA490	TBA490	NULL
525	Blythe Road, Olympia	51.496927	-0.21350087	TBA491	TBA491	NULL
526	Lancaster Drive, Blackwall	51.503143	-0.008428	TBA492	TBA492	NULL
527	Hansard Mews, Holland Park	51.503802	-0.215808	TBA493	TBA493	NULL
528	Clarges Street, Mayfair	51.507326	-0.145827	TBA494	TBA494	NULL
529	Manresa Road, Chelsea	51.486892	-0.170983	TBA495	TBA495	NULL
530	Newby Place, Poplar	51.508896	-0.012413	TBA496	TBA496	NULL
531	Twig Folly Bridge, Mile End	51.530326	-0.042744	TBA497	TBA497	NULL
532	Jubilee Plaza, Canary Wharf	51.5034	-0.0202423	TBA498	TBA498	NULL
533	Wellington Row, Bethnal Green	51.528222	-0.069743	TBA499	TBA499	NULL
534	Goldsmith's Row, Haggerston	51.531864	-0.066035	TBA500	TBA500	NULL
535	Gloucester Avenue, Camden Town	51.537349	-0.147154	TBA501	TBA501	NULL
536	Queensbridge Road, Haggerston	51.53385	-0.06992	TBA502	TBA502	NULL
537	Old Montague Street, Whitechapel	51.51793	-0.067937	TBA503	TBA503	NULL
538	Naval Row, Blackwall	51.508981	-0.00699	TBA504	TBA504	NULL
539	Hoxton Station, Hoxton	51.531091	-0.075901	TBA505	TBA505	NULL
540	Albany Street, The Regent's Park	51.528302	-0.144466	TBA506	TBA506	NULL
541	Green Park Station, Mayfair	51.506613	-0.142844	TBA507	TBA507	NULL
542	Salmon Lane, Limehouse	51.514115	-0.033828	TBA508	TBA508	NULL
543	Lansdowne Walk, Ladbroke Grove	51.509591	-0.204666	TBA509	TBA509	NULL
544	Percival Street, Finsbury	51.526153	-0.102208	TBA510	TBA510	NULL
545	Arlington Road, Camden Town	51.539957	-0.145246	TBA511	TBA511	NULL
546	New Fetter Lane, Holborn	51.517428	-0.107987	TBA512	TBA512	NULL
547	East India DLR, Blackwall	51.509474	-0.002275	TBA513	TBA513	NULL
548	Westminster Bridge Road, Elephant &amp; Castle	51.498386	-0.107913	TBA514	TBA514	NULL
549	Gaywood  Street, Elephant &amp; Castle	51.49605	-0.104193	TBA515	TBA515	NULL
550	Harford Street, Mile End	51.521564	-0.039264	TBA516	TBA516	NULL
551	Import Dock, Canary Wharf	51.505772	-0.016460175	TBA517	TBA517	NULL
552	Watney Street, Shadwell	51.511542	-0.056667	TBA518	TBA518	NULL
553	Regent's Row , Haggerston	51.535678	-0.062546	TBA519	TBA519	NULL
554	Aberfeldy Street, Poplar	51.513548	-0.005659	TBA520	TBA520	NULL
556	Heron Quays DLR, Canary Wharf	51.502661	-0.021596	TBA521	TBA521	NULL
557	King Edward Street, St Pauls	51.51601	-0.0985	TBA522	TBA522	NULL
558	Page Street, Westminster	51.493978	-0.127554	TBA523	TBA523	NULL
559	Abbotsbury Road, Holland Park	51.501391	-0.205991	TBA524	TBA524	NULL
560	Ladbroke Grove Central, Ladbroke Grove	51.511624	-0.205921	TBA525	TBA525	NULL
561	Rectory Square, Stepney	51.518369	-0.043371	TBA526	TBA526	NULL
562	Bury Place, Holborn	51.51746	-0.12335	TBA527	TBA527	NULL
563	Preston's Road, Cubitt Town	51.499286	-0.009152	TBA528	TBA528	NULL
564	Somerset House, Strand	51.509943	-0.117619	TBA529	TBA529	NULL
565	Selby Street, Whitechapel	51.521905	-0.063386	TBA530	TBA530	NULL
566	Westfield Ariel Way, White City	51.509158	-0.224103	TBA531	TBA531	NULL
568	Bishop's Bridge Road West, Bayswater	51.51616	-0.18697	TBA532	TBA532	NULL
569	Pitfield Street Central, Hoxton	51.53213	-0.08299	TBA533	TBA533	NULL
570	Upper Bank Street, Canary Wharf	51.503083	-0.017676	TBA534	TBA534	NULL
571	Westfield Southern Terrace ,Shepherd's Bush	51.506256	-0.218337	TBA535	TBA535	NULL
572	Greenland Road, Camden Town	51.539099	-0.141728	TBA536	TBA536	NULL
573	Limerston Street, West Chelsea	51.485587	-0.18119	TBA537	TBA537	NULL
574	Eagle Wharf Road, Hoxton	51.53356	-0.09315	TBA538	TBA538	NULL
576	Alpha Grove, Millwall	51.497304	-0.022793	TBA539	TBA539	NULL
577	Globe Town Market, Bethnal Green	51.528869	-0.047548	TBA540	TBA540	NULL
578	Hollybush Gardens, Bethnal Green	51.527607	-0.057133	TBA541	TBA541	NULL
579	Queen Street 2, Bank	51.511246	-0.093051	TBA542	TBA542	NULL
580	Doddington Grove, Kennington	51.48692917	-0.102996299	TBA543	TBA543	NULL
581	New Cavendish Street, Marylebone	51.519167	-0.147983	TBA544	TBA544	NULL
583	Abingdon Green, Westminster	51.49764	-0.12597218	TBA545	TBA545	NULL
584	Ilchester Gardens, Bayswater	51.51244	-0.19096	TBA546	TBA546	NULL
586	Mudchute DLR, Cubitt Town	51.490645	-0.014582	TBA547	TBA547	NULL
587	Monument Street, Monument	51.50964	-0.08497	TBA548	TBA548	NULL
588	Hoxton Street, Hoxton	51.52959	-0.0801	TBA549	TBA549	NULL
589	Drayton Gardens, West Chelsea	51.487196	-0.179369	TBA550	TBA550	NULL
590	Greenberry Street, St.John's Wood	51.53256	-0.16862	TBA551	TBA551	NULL
591	Westfield Library Corner, Shepherd's Bush	51.506093	-0.2242237	TBA552	TBA552	NULL
592	Bishop's Bridge Road East, Bayswater	51.5171	-0.18377	TBA553	TBA553	NULL
593	Northdown Street, King's Cross	51.531066	-0.11934	TBA554	TBA554	NULL
594	Kingsway Southbound, Strand	51.513875	-0.117774	TBA555	TBA555	NULL
595	Hammersmith Road, Hammersmith	51.493267	-0.21985	TBA556	TBA556	NULL
596	Parson's Green , Parson's Green	51.472817	-0.199783	TBA557	TBA557	NULL
597	Fulham Park Road, Fulham	51.473471	-0.20782	TBA558	TBA558	NULL
598	Southerton Road, Hammersmith	51.494499	-0.228188	TBA559	TBA559	NULL
599	Manbre Road, Hammersmith	51.485743	-0.223616	TBA560	TBA560	NULL
600	South Lambeth Road, Vauxhall	51.481747	-0.124642	TBA561	TBA561	NULL
601	BBC White City, White City	51.514767	-0.225787	TBA562	TBA562	NULL
602	Union Grove, Wandsworth Road	51.472993	-0.133972	TBA563	TBA563	NULL
603	Caldwell Street, Stockwell	51.477839	-0.116493	TBA564	TBA564	NULL
604	St Martins Close, Camden Town	51.538792	-0.138535	TBA565	TBA565	NULL
605	Seymour Place, Marylebone	51.520331	-0.163667	TBA566	TBA566	NULL
606	Addison Road, Holland Park	51.504199	-0.210941	TBA567	TBA567	NULL
607	Putney Bridge Station, Fulham	51.468814	-0.210279	TBA568	TBA568	NULL
608	Colet Gardens, Hammersmith	51.491093	-0.216493	TBA569	TBA569	NULL
609	Sugden Road, Clapham	51.46512358	-0.157788279	TBA570	TBA570	NULL
610	Danvers Street, West Chelsea	51.48256792	-0.172078187	TBA571	TBA571	NULL
611	Princedale Road , Holland Park	51.50646524	-0.208486599	TBA572	TBA572	NULL
612	Wandsworth Rd, Isley Court, Wandsworth Road	51.46925984	-0.141812513	TBA573	TBA573	NULL
613	Woodstock Grove, Shepherd's Bush	51.50403821	-0.217400093	TBA574	TBA574	NULL
614	London Fields, Hackney Central	51.54119	-0.058826101	TBA575	TBA575	NULL
615	Finlay Street, Fulham	51.4768851	-0.215895601	TBA576	TBA576	NULL
616	Aintree Street, Fulham	51.48102131	-0.209973497	TBA577	TBA577	NULL
617	Elysium Place, Fulham	51.47107905	-0.207842908	TBA578	TBA578	NULL
618	Eel Brook Common, Walham Green	51.47625965	-0.193254007	TBA579	TBA579	NULL
619	Irene Road, Parsons Green	51.4737636	-0.197010096	TBA580	TBA580	NULL
620	Surrey Lane, Battersea	51.47518024	-0.167160736	TBA581	TBA581	NULL
621	Wandsworth Town Station, Wandsworth	51.46086446	-0.187427294	TBA582	TBA582	NULL
622	Lansdowne Road, Ladbroke Grove	51.50748124	-0.205535908	TBA583	TBA583	NULL
623	Nantes Close, Wandsworth	51.46193072	-0.180791784	TBA584	TBA584	NULL
624	Courland Grove, Wandsworth Road	51.4729184	-0.132102704	TBA585	TBA585	NULL
625	Queen's Circus, Battersea Park	51.47761941	-0.149551631	TBA586	TBA586	NULL
626	Normand Park, West Kensington	51.48438657	-0.20481514	TBA587	TBA587	NULL
627	Holden Street, Battersea	51.4687905	-0.158230901	TBA588	TBA588	NULL
628	William Morris Way, Sands End	51.46881971	-0.184318843	TBA589	TBA589	NULL
629	Morie Street, Wandsworth	51.45995384	-0.190184054	TBA590	TBA590	NULL
630	Clarence Walk, Stockwell	51.47073264	-0.126994068	TBA591	TBA591	NULL
631	Battersea Park Road, Nine Elms	51.4795017	-0.141770709	TBA592	TBA592	NULL
632	Sheepcote Lane, Battersea	51.47053858	-0.163041605	TBA593	TBA593	NULL
633	Vereker Road, West Kensington	51.48959104	-0.209378594	TBA594	TBA594	NULL
634	Brook Green South, Brook Green	51.49434708	-0.215804559	TBA595	TBA595	NULL
635	Greyhound Road, Hammersmith	51.48606206	-0.214428378	TBA596	TBA596	NULL
636	South Park, Sands End	51.46706414	-0.193502076	TBA597	TBA597	NULL
637	Spencer Park, Wandsworth Common	51.45787019	-0.174691623	TBA598	TBA598	NULL
638	Falcon Road, Clapham Junction	51.46663393	-0.169821175	TBA599	TBA599	NULL
640	Silverthorne Road, Battersea	51.47286577	-0.148059277	TBA600	TBA600	NULL
641	Archbishop's Park, Waterloo	51.49824168	-0.117495865	TBA601	TBA601	NULL
642	Fawcett Close, Battersea	51.46916161	-0.174485792	TBA602	TBA602	NULL
643	All Saints' Road, Portobello	51.5190427	-0.204764421	TBA603	TBA603	NULL
644	Rainville Road, Hammersmith	51.48373225	-0.223852256	TBA604	TBA604	NULL
645	Great Suffolk Street, The Borough	51.50173215	-0.100292412	TBA605	TBA605	NULL
646	Buckingham Gate, Westminster	51.49886563	-0.137424571	TBA606	TBA606	NULL
647	Richmond Way, Shepherd's Bush	51.50035306	-0.217515071	TBA607	TBA607	NULL
648	Peterborough Road, Sands End	51.46904022	-0.19627483	TBA608	TBA608	NULL
649	World's End Place, West Chelsea	51.48180515	-0.18027465	TBA609	TBA609	NULL
650	St. Mark's Road, North Kensington	51.51687069	-0.213872396	TBA610	TBA610	NULL
651	Thorndike Close, West Chelsea	51.48089844	-0.183853573	TBA611	TBA611	NULL
652	Evesham Street, Avondale	51.51148696	-0.218190203	TBA612	TBA612	NULL
653	Simpson Street, Clapham Junction	51.47084722	-0.17070367	TBA613	TBA613	NULL
654	Ashmole Estate, Oval	51.48267821	-0.117661574	TBA614	TBA614	NULL
655	Crabtree Lane, Fulham	51.48294452	-0.219346128	TBA615	TBA615	NULL
656	Broomhouse Lane, Parsons Green	51.46841875	-0.199135704	TBA616	TBA616	NULL
657	Blythe Road West, Shepherd's Bush	51.49968	-0.221791551	TBA617	TBA617	NULL
658	Ethelburga Estate, Battersea Park	51.47729232	-0.16478637	TBA618	TBA618	NULL
659	Blackfriars Station, St. Paul's	51.511934	-0.10307894	TBA619	TBA619	NULL
660	West Kensington Station, West Kensington	51.49087074	-0.206029743	TBA620	TBA620	NULL
661	All Saints Church, Portobello	51.51632095	-0.202608612	TBA621	TBA621	NULL
662	Phene Street, Chelsea	51.48498496	-0.167919869	TBA622	TBA622	NULL
663	Clarendon Road, Avondale	51.51323001	-0.211593602	TBA623	TBA623	NULL
664	Austin Road, Battersea Park	51.474376	-0.155442787	TBA624	TBA624	NULL
665	Smugglers Way, Wandsworth	51.46108367	-0.191722864	TBA625	TBA625	NULL
666	Harris Academy, Bermondsey	51.492668	-0.072350665	TBA626	TBA626	NULL
667	Shepherd's Bush Road North, Shepherd's Bush	51.5015946	-0.222293381	TBA627	TBA627	NULL
668	Ravenscourt Park Station, Hammersmith	51.49422354	-0.236769936	TBA628	TBA628	NULL
669	Teversham Lane, Stockwell	51.47614939	-0.1232585	TBA629	TBA629	NULL
670	Ashley Crescent, Battersea	51.46718562	-0.152248582	TBA630	TBA630	NULL
671	Parsons Green Station, Parsons Green	51.475089	-0.201968	TBA631	TBA631	NULL
672	Chicheley Street, South Bank	51.502698	-0.1167474	TBA632	TBA632	NULL
673	Hibbert Street, Battersea	51.46517078	-0.18038939	TBA633	TBA633	NULL
674	Carnegie Street, King's Cross	51.53546778	-0.11619105	TBA634	TBA634	NULL
675	Usk Road, Clapham Junction	51.46348914	-0.182126248	TBA635	TBA635	NULL
676	Hartington Road, Stockwell	51.47787084	-0.126874471	TBA636	TBA636	NULL
677	Heath Road, Battersea	51.46866929	-0.146544642	TBA637	TBA637	NULL
678	Esmond Street, Putney	51.46231278	-0.211468596	TBA638	TBA638	NULL
679	Orbel Street, Battersea	51.47453545	-0.170210533	TBA639	TBA639	NULL
680	Westbridge Road, Battersea	51.47768469	-0.170329317	TBA640	TBA640	NULL
681	Bishop's Avenue, Fulham	51.47303687	-0.214749808	TBA641	TBA641	NULL
682	Crisp Road, Hammersmith	51.48810829	-0.22660621	TBA642	TBA642	NULL
683	Dorothy Road, Clapham Junction	51.46506424	-0.163750945	TBA643	TBA643	NULL
684	Neville Gill Close, Wandsworth	51.45475251	-0.195197203	TBA644	TBA644	NULL
685	Osiers Road, Wandsworth	51.46067005	-0.198735357	TBA645	TBA645	NULL
686	Beryl Road, Hammersmith	51.48814438	-0.222456468	TBA646	TBA646	NULL
687	Clements Road, Bermondsey	51.4954	-0.061698585	TBA647	TBA647	NULL
688	Northfields, Wandsworth	51.46095151	-0.20066766	TBA648	TBA648	NULL
689	Spanish Road, Clapham Junction	51.45922541	-0.180884959	TBA649	TBA649	NULL
690	Stanley Grove, Battersea	51.47047503	-0.152130083	TBA650	TBA650	NULL
691	Erin Close, Walham Green	51.47946386	-0.195777222	TBA651	TBA651	NULL
692	Cadogan Close, Victoria Park	51.54211855	-0.028941601	TBA652	TBA652	NULL
693	Felsham Road, Putney	51.464786	-0.215618902	TBA653	TBA653	NULL
694	Putney Rail Station, Putney	51.46071722	-0.216526155	TBA654	TBA654	NULL
695	Islington Green, Angel	51.53638435	-0.102757578	TBA655	TBA655	NULL
696	Charing Cross Hospital, Hammersmith	51.48728535	-0.217995921	TBA656	TBA656	NULL
697	Charlotte Terrace, Angel	51.53639219	-0.112721065	TBA657	TBA657	NULL
698	Shoreditch Court, Haggerston	51.53908372	-0.070329419	TBA658	TBA658	NULL
